Chr	Start (kb)	Stop (kb)	LOD score
5	32402533	32402559	lod=23
5	32409599	32409630	lod=18
5	32414970	32415726	lod=1779
5	32415744	32416157	lod=1334
5	32416179	32416187	lod=21
5	32416236	32416419	lod=238
5	32417102	32417137	lod=27
5	32417240	32417253	lod=17
5	32418274	32418330	lod=54
5	32418345	32418371	lod=23
5	32418633	32418659	lod=25
5	32418691	32418842	lod=180
5	32418861	32419461	lod=1093
5	32419509	32419789	lod=442
5	32419802	32419902	lod=142
5	32420185	32420197	lod=17
5	32420456	32420695	lod=395
5	32420802	32420869	lod=71
5	32421084	32421161	lod=136
5	32421176	32421217	lod=39
5	32421252	32421526	lod=663
5	32423002	32423014	lod=26
5	32423282	32423589	lod=451
5	32423659	32423669	lod=25
5	32423844	32423865	lod=21
5	32424323	32424539	lod=615
5	32424560	32424568	lod=17
5	32424659	32424672	lod=16
5	32426131	32426309	lod=487
5	32431018	32431173	lod=567
5	32431392	32431424	lod=18
5	32432743	32432758	lod=17
5	32432908	32432920	lod=17
5	32433070	32433206	lod=454
5	32435851	32435946	lod=252
5	32435959	32436073	lod=172
5	32436092	32436098	lod=18
5	32438259	32438277	lod=17
5	32438958	32439018	lod=196
5	32439026	32439045	lod=40
5	32439048	32439058	lod=17
5	32439074	32439300	lod=439
5	32439323	32439341	lod=25
5	32439352	32439422	lod=55
5	32439745	32439975	lod=582
5	32440032	32440053	lod=20
5	32442586	32442607	lod=27
5	32442613	32442896	lod=882
5	32442899	32442916	lod=27
5	32443951	32444025	lod=25
5	32445865	32445929	lod=23
5	32447942	32448033	lod=26
5	32450489	32450522	lod=19
5	32450825	32451054	lod=746
5	32451147	32451174	lod=33
5	32451582	32451623	lod=26
5	32453502	32453668	lod=498
5	32453711	32453746	lod=28
5	32455675	32455970	lod=1020
5	32455981	32455990	lod=27
5	32455993	32456033	lod=39
5	32456053	32456074	lod=24
5	32456134	32456184	lod=31
5	32456835	32456886	lod=21
5	32457308	32457334	lod=29
5	32457461	32457701	lod=259
5	32457869	32457883	lod=16
5	32459341	32459377	lod=19
5	32459553	32459565	lod=17
5	32461287	32461372	lod=27
5	32467038	32467179	lod=33
5	32471622	32471653	lod=21
5	32473468	32473493	lod=18
5	32473818	32473831	lod=16
5	32474049	32474067	lod=23
5	32475115	32475167	lod=47
5	32478142	32478171	lod=20
5	32479377	32479439	lod=28
5	32480086	32480230	lod=351
5	32480268	32480415	lod=130
5	32480470	32480612	lod=332
5	32480650	32480664	lod=18
5	32482375	32482456	lod=38
5	32482481	32482519	lod=27
5	32484556	32484575	lod=17
5	32486927	32486968	lod=30
5	32487218	32487263	lod=20
5	32498455	32498581	lod=54
5	32504576	32504601	lod=20
5	32507296	32507369	lod=27
5	32511364	32511400	lod=19
5	32511483	32511504	lod=17
5	32511523	32511552	lod=20
5	32515011	32515038	lod=24
5	32526197	32526274	lod=24
5	32534508	32534543	lod=21
5	32537470	32537539	lod=29
5	32541032	32541070	lod=21
5	32541128	32541198	lod=52
5	32541348	32541429	lod=24
5	32542175	32542187	lod=19
5	32542466	32542502	lod=38
5	32544138	32544181	lod=24
5	32544214	32544237	lod=19
5	32547718	32547856	lod=41
5	32547882	32547923	lod=25
5	32548092	32548161	lod=46
5	32558669	32558701	lod=27
5	32558727	32558751	lod=20
5	32558765	32558793	lod=35
5	32558797	32558847	lod=102
5	32558860	32558876	lod=24
5	32558905	32558935	lod=41
5	32558953	32558990	lod=80
5	32559001	32559173	lod=375
5	32559186	32559414	lod=461
5	32559424	32559605	lod=327
5	32559639	32559674	lod=45
5	32559684	32559728	lod=84
5	32559883	32559949	lod=49
5	32562935	32563017	lod=26
5	32565514	32565552	lod=20
5	32567537	32567575	lod=30
5	32567631	32567654	lod=21
5	32568073	32568100	lod=27
5	32581040	32581075	lod=34
5	32581226	32581251	lod=24
5	32581298	32581312	lod=22
5	32581328	32581407	lod=59
5	32607340	32607355	lod=16
5	32609004	32609018	lod=20
5	32609157	32609190	lod=20
5	32609227	32609237	lod=16
5	32612823	32612853	lod=19
5	32614223	32614257	lod=26
5	32614334	32614487	lod=69
5	32614532	32614552	lod=23
5	32618426	32618468	lod=20
5	32619550	32619590	lod=20
5	32619673	32619698	lod=18
5	32621309	32621331	lod=39
5	32621353	32621366	lod=16
5	32621415	32621448	lod=35
5	32621485	32621494	lod=19
5	32621969	32622006	lod=49
5	32622771	32622791	lod=23
5	32623426	32623465	lod=23
5	32624356	32624459	lod=209
5	32626190	32626215	lod=39
5	32626354	32626373	lod=26
5	32627298	32627317	lod=26
5	32627422	32627442	lod=78
5	32627449	32627490	lod=103
5	32627500	32627554	lod=145
5	32634519	32634605	lod=44
5	32634821	32634946	lod=398
5	32636842	32636845	lod=15
5	32636851	32637218	lod=931
5	32637224	32637246	lod=26
5	32637500	32637531	lod=19
5	32637565	32637592	lod=24
5	32637618	32637632	lod=19
5	32637681	32637698	lod=22
5	32637754	32637840	lod=76
5	32638095	32638127	lod=28
5	32638755	32638778	lod=17
5	32639813	32639976	lod=156
5	32640020	32640044	lod=18
5	32649216	32649245	lod=20
5	32649469	32649509	lod=20
5	32654136	32654210	lod=36
5	32654579	32654592	lod=16
5	32657354	32657378	lod=22
5	32664032	32664067	lod=23
5	32664216	32664641	lod=356
5	32664860	32664876	lod=17
5	32669484	32669544	lod=22
5	32669603	32669634	lod=21
5	32675284	32675339	lod=22
5	32677546	32677592	lod=23
5	32678635	32678693	lod=37
5	32678788	32678803	lod=17
5	32679452	32679493	lod=22
5	32680682	32680752	lod=44
5	32681122	32681153	lod=22
5	32681243	32681308	lod=49
5	32682149	32682195	lod=21
5	32686883	32687004	lod=49
5	32687055	32687142	lod=43
5	32689200	32689219	lod=21
5	32717829	32717968	lod=40
5	32718117	32718230	lod=30
5	32727784	32727797	lod=16
5	32728388	32728549	lod=124
5	32743145	32743170	lod=23
5	32743210	32743229	lod=19
5	32743284	32743306	lod=21
5	32743384	32743493	lod=131
5	32743798	32743813	lod=18
5	32745195	32745235	lod=38
5	32745754	32745778	lod=32
5	32745826	32745860	lod=27
5	32746339	32746351	lod=18
5	32746926	32746943	lod=27
5	32746999	32747061	lod=98
5	32747079	32747374	lod=424
5	32747406	32747422	lod=31
5	32747524	32747559	lod=30
5	32747760	32748007	lod=272
5	32748017	32748141	lod=219
5	32748146	32748238	lod=203
5	32748242	32748319	lod=162
5	32748323	32748413	lod=100
5	32751774	32751781	lod=17
5	32751794	32751826	lod=23
5	32755866	32755879	lod=16
5	32758950	32759011	lod=44
5	32760557	32760687	lod=252
5	32762178	32762204	lod=27
5	32763393	32763450	lod=26
5	32763940	32764028	lod=29
5	32771441	32771473	lod=29
5	32771480	32771635	lod=103
5	32772791	32772825	lod=23
5	32774466	32774487	lod=33
5	32774504	32774528	lod=22
5	32774603	32774616	lod=20
5	32774660	32775012	lod=712
5	32775115	32775165	lod=23
5	32776262	32776280	lod=18
5	32777358	32777366	lod=17
5	32781315	32781524	lod=114
5	32782539	32782591	lod=24
5	32782675	32782791	lod=42
5	32786942	32786974	lod=22
5	32787343	32787497	lod=239
5	32787653	32787672	lod=28
5	32787685	32787717	lod=21
5	32787728	32787736	lod=16
5	32788427	32788609	lod=212
5	32788703	32788732	lod=22
5	32790138	32790237	lod=51
5	32790327	32790394	lod=35
5	32790712	32790736	lod=20
5	32806946	32807029	lod=62
5	32807055	32807090	lod=40
5	32807152	32807189	lod=37
5	32807222	32807234	lod=19
5	32807893	32807959	lod=51
5	32807977	32808010	lod=29
5	32808015	32808038	lod=18
5	32810553	32810716	lod=390
5	32811772	32811809	lod=27
5	32811838	32811892	lod=42
5	32813673	32813888	lod=107
5	32814119	32814161	lod=26
5	32814288	32814455	lod=106
5	32814526	32814536	lod=17
5	32814551	32814561	lod=17
5	32814576	32814596	lod=22
5	32814614	32814684	lod=59
5	32814876	32815069	lod=121
5	32815106	32815135	lod=18
5	32816269	32816282	lod=16
5	32816326	32816531	lod=462
5	32816541	32816567	lod=40
5	32816581	32816684	lod=255
5	32818753	32818823	lod=126
5	32818834	32818912	lod=120
5	32819839	32819960	lod=92
5	32819980	32819992	lod=18
5	32820627	32820748	lod=256
5	32820756	32820772	lod=21
5	32821727	32821757	lod=32
5	32821776	32821789	lod=17
5	32821821	32821881	lod=36
5	32821897	32821930	lod=29
5	32821934	32822212	lod=513
5	32822239	32822418	lod=259
5	32822476	32822511	lod=35
5	32822535	32822656	lod=71
5	32822810	32822836	lod=28
5	32822893	32823016	lod=117
5	32825092	32825107	lod=23
5	32826537	32826599	lod=90
5	32826744	32826761	lod=25
5	32826801	32826830	lod=33
5	32827213	32827231	lod=17
5	32827310	32827601	lod=540
5	32839421	32839446	lod=21
5	32842583	32842620	lod=21
5	32846791	32847152	lod=564
5	32848786	32848822	lod=20
5	32849931	32849954	lod=20
5	32850017	32850072	lod=37
5	32850098	32850121	lod=17
5	32850169	32850176	lod=16
5	32850338	32850370	lod=28
5	32855060	32855390	lod=520
5	32855411	32855686	lod=275
5	32864273	32864293	lod=24
5	32864512	32864588	lod=30
5	32864604	32864626	lod=19
5	32864637	32864765	lod=80
5	32866902	32866942	lod=22
5	32867154	32867204	lod=22
5	32867525	32867547	lod=18
5	32867641	32867679	lod=31
5	32868368	32868386	lod=19
5	32868409	32868419	lod=16
5	32868432	32868527	lod=95
5	32869948	32870004	lod=26
5	32870122	32870154	lod=31
5	32870184	32870255	lod=53
5	32870267	32870336	lod=57
5	32870383	32870560	lod=190
5	32870576	32870697	lod=82
5	32870762	32870800	lod=26
5	32874087	32874113	lod=18
5	32874131	32874156	lod=24
5	32874677	32874809	lod=81
5	32874840	32874967	lod=81
5	32875038	32875083	lod=20
5	32875119	32875168	lod=25
5	32877024	32877068	lod=27
5	32878735	32878753	lod=18
5	32878796	32878816	lod=26
5	32878859	32878871	lod=21
5	32879097	32879188	lod=95
5	32879287	32879336	lod=35
5	32879443	32879451	lod=17
5	32879527	32879535	lod=16
5	32879581	32879606	lod=31
5	32879711	32879754	lod=52
5	32879765	32879806	lod=45
5	32880188	32880218	lod=21
5	32880240	32880292	lod=40
5	32880466	32880496	lod=25
5	32880555	32880609	lod=34
5	32880694	32880713	lod=19
5	32880753	32880821	lod=42
5	32883782	32883801	lod=19
5	32888402	32888530	lod=75
5	32889127	32889156	lod=20
5	32899531	32899557	lod=30
5	32899925	32899943	lod=21
5	32900742	32900770	lod=21
5	32900816	32900859	lod=26
5	32900876	32901055	lod=78
5	32901076	32901111	lod=35
5	32901158	32901176	lod=19
5	32901364	32901556	lod=173
5	32902735	32902767	lod=18
5	32903362	32903412	lod=21
5	32903522	32903591	lod=25
5	32906431	32906473	lod=32
5	32906645	32906675	lod=19
5	32906796	32906845	lod=20
5	32906880	32906907	lod=30
5	32906945	32907196	lod=226
5	32907230	32907354	lod=55
5	32909624	32909671	lod=32
5	32910217	32910293	lod=24
5	32920354	32920473	lod=31
5	32921866	32921938	lod=36
5	32923214	32923262	lod=41
5	32923304	32923558	lod=161
5	32923830	32924014	lod=464
5	32926652	32926669	lod=20
5	32926681	32926695	lod=17
5	32927055	32927089	lod=22
5	32927153	32927497	lod=341
5	32927548	32927727	lod=133
5	32927764	32927867	lod=49
5	32938242	32938267	lod=24
5	32940166	32940204	lod=20
5	32944215	32944273	lod=24
5	32944408	32944422	lod=17
5	32944433	32944464	lod=21
5	32944483	32944528	lod=25
5	32944646	32944672	lod=36
5	32944810	32944838	lod=26
5	32946725	32946750	lod=19
5	32952638	32952659	lod=19
5	32952674	32952732	lod=61
5	32963173	32963233	lod=42
5	32963250	32963313	lod=44
5	32963343	32963363	lod=19
5	32969374	32969419	lod=35
5	32969428	32969507	lod=90
5	32969566	32969631	lod=59
5	32969672	32969700	lod=19
5	32969760	32969804	lod=33
5	32969821	32969918	lod=146
5	32970019	32970031	lod=17
5	32970219	32970362	lod=153
5	32970655	32970825	lod=151
5	32970963	32971028	lod=24
5	32971176	32971307	lod=64
5	32972104	32972126	lod=17
5	32973831	32973875	lod=26
5	32974481	32974497	lod=18
5	32975021	32975041	lod=19
5	32975450	32975477	lod=21
5	32976707	32976738	lod=49
5	32981023	32981275	lod=274
5	32984610	32984652	lod=21
5	32985645	32985673	lod=29
5	32986114	32986135	lod=17
5	32987182	32987280	lod=29
5	32988971	32988995	lod=19
5	32989899	32989951	lod=22
5	32990680	32990692	lod=17
5	32990861	32990879	lod=21
5	32991750	32991807	lod=33
5	32991902	32991923	lod=23
5	32991947	32992012	lod=54
5	32994310	32994414	lod=37
5	32995551	32995558	lod=17
5	32995633	32995647	lod=18
5	32995853	32995937	lod=54
5	32996669	32996707	lod=28
5	32996780	32996797	lod=18
5	33000879	33001012	lod=33
5	33002896	33002933	lod=25
5	33003016	33003142	lod=31
5	33003219	33003265	lod=20
5	33003344	33003378	lod=22
5	33003585	33003600	lod=18
5	33004657	33004748	lod=36
5	33008905	33008928	lod=21
5	33011729	33011772	lod=36
5	33011796	33011986	lod=196
5	33012001	33012025	lod=17
5	33012076	33012088	lod=22
5	33020776	33020796	lod=19
5	33020863	33020923	lod=45
5	33020987	33021011	lod=27
5	33021026	33021035	lod=16
5	33023435	33023525	lod=75
5	33023551	33023619	lod=43
5	33023629	33023705	lod=52
5	33023731	33023850	lod=81
5	33023899	33023912	lod=20
5	33023967	33023972	lod=24
5	33026226	33026257	lod=22
5	33026984	33027015	lod=21
5	33027169	33027222	lod=35
5	33027256	33027433	lod=86
5	33027445	33027614	lod=156
5	33027630	33027679	lod=59
5	33029552	33029600	lod=20
5	33032487	33032528	lod=20
5	33041056	33041117	lod=22
5	33042815	33042975	lod=35
5	33043360	33043406	lod=21
5	33044105	33044154	lod=25
5	33044613	33044621	lod=17
5	33044646	33044666	lod=21
5	33044670	33045566	lod=1579
5	33047364	33047413	lod=45
5	33047745	33047932	lod=134
5	33054792	33054832	lod=24
5	33054980	33055020	lod=21
5	33057494	33057511	lod=17
5	33057549	33057569	lod=22
5	33057596	33057626	lod=19
5	33057726	33057765	lod=25
5	33059631	33059645	lod=19
5	33059662	33059676	lod=17
5	33059708	33059791	lod=34
5	33060947	33061038	lod=29
5	33062756	33062782	lod=17
5	33068497	33068783	lod=639
5	33068885	33068896	lod=17
5	33068902	33068914	lod=24
5	33068937	33068958	lod=22
5	33069246	33069265	lod=17
5	33070757	33070788	lod=20
5	33071904	33071922	lod=19
5	33073069	33073135	lod=47
5	33073189	33073207	lod=18
5	33073793	33073814	lod=18
5	33075746	33075818	lod=32
5	33078159	33078180	lod=31
5	33078529	33078549	lod=19
5	33078598	33078644	lod=20
5	33078735	33078751	lod=19
5	33078857	33078886	lod=28
5	33078889	33078959	lod=53
5	33080390	33080417	lod=21
5	33080430	33080456	lod=19
5	33080572	33080608	lod=26
5	33092249	33092537	lod=212
5	33092551	33092610	lod=42
5	33092874	33092886	lod=17
5	33094641	33094662	lod=17
5	33095950	33095996	lod=38
5	33096012	33096288	lod=225
5	33096296	33096317	lod=25
5	33096458	33096473	lod=17
5	33097512	33097546	lod=39
5	33098792	33098936	lod=157
5	33098963	33099036	lod=51
5	33101121	33101482	lod=422
5	33101491	33101532	lod=24
5	33101872	33101970	lod=84
5	33101995	33102130	lod=126
5	33102618	33102640	lod=22
5	33103153	33103182	lod=19
5	33104811	33104857	lod=20
5	33104907	33104929	lod=18
5	33106743	33106766	lod=18
5	33107718	33107846	lod=92
5	33108528	33108549	lod=18
5	33110504	33110733	lod=192
5	33111622	33111655	lod=23
5	33115547	33115571	lod=27
5	33115655	33115668	lod=23
5	33115671	33115688	lod=20
5	33118075	33118307	lod=256
5	33118502	33118517	lod=18
5	33125829	33125871	lod=64
5	33125988	33126053	lod=26
5	33126064	33126211	lod=97
5	33156484	33156496	lod=20
5	33156651	33156711	lod=79
5	33156716	33156915	lod=208
5	33156929	33157290	lod=401
5	33164790	33164809	lod=18
5	33165261	33165296	lod=20
5	33165409	33165426	lod=17
5	33165460	33165594	lod=77
5	33165613	33165682	lod=56
5	33184053	33184085	lod=36
5	33184119	33184179	lod=49
5	33184272	33184300	lod=27
5	33186512	33186547	lod=25
5	33189297	33189346	lod=27
5	33189350	33189364	lod=24
5	33189529	33189570	lod=27
5	33194372	33194409	lod=22
5	33195535	33195555	lod=17
5	33195666	33195696	lod=29
5	33195742	33195781	lod=20
5	33195806	33195841	lod=25
5	33195882	33195891	lod=16
5	33198041	33198127	lod=251
5	33198138	33198178	lod=72
5	33198188	33198260	lod=154
5	33198264	33198670	lod=1040
5	33198692	33198713	lod=36
5	33198788	33198864	lod=46
5	33198906	33199060	lod=92
5	33199134	33199266	lod=35
5	33203708	33204001	lod=111
5	33209894	33210269	lod=327
5	33211679	33211746	lod=24
5	33215513	33215653	lod=33
5	33216934	33216977	lod=24
5	33218306	33218327	lod=23
5	33219737	33219781	lod=25
5	33228612	33228651	lod=23
5	33229019	33229066	lod=31
5	33232825	33232861	lod=21
5	33234058	33234075	lod=17
5	33234552	33234701	lod=92
5	33234880	33234900	lod=25
5	33235635	33235679	lod=30
5	33235741	33235767	lod=18
5	33235823	33235879	lod=26
5	33240791	33240824	lod=19
5	33241855	33241888	lod=28
5	33241907	33241967	lod=44
5	33246846	33246922	lod=30
5	33248663	33248774	lod=45
5	33256539	33256624	lod=37
5	33256627	33256650	lod=27
5	33257189	33257244	lod=26
5	33259662	33259680	lod=16
5	33259774	33259783	lod=18
5	33259838	33259871	lod=35
5	33259885	33260033	lod=175
5	33260067	33260090	lod=19
5	33260442	33260459	lod=19
5	33263739	33263834	lod=52
5	33264163	33264180	lod=19
5	33268586	33268599	lod=22
5	33268793	33268831	lod=34
5	33268845	33268881	lod=39
5	33268907	33269173	lod=415
5	33269230	33269244	lod=17
5	33269311	33269329	lod=20
5	33270966	33271003	lod=24
5	33271145	33271226	lod=67
5	33274907	33274986	lod=54
5	33274992	33275157	lod=205
5	33275182	33275197	lod=17
5	33275294	33275322	lod=21
5	33277063	33277209	lod=122
5	33277256	33277268	lod=18
5	33277483	33277500	lod=26
5	33277656	33277993	lod=412
5	33278073	33278098	lod=21
5	33278321	33278385	lod=64
5	33278406	33278526	lod=121
5	33278576	33278591	lod=17
5	33278879	33278910	lod=20
5	33279189	33279334	lod=135
5	33280264	33280294	lod=21
5	33280747	33280963	lod=125
5	33281066	33281116	lod=36
5	33281650	33281744	lod=25
5	33284006	33284219	lod=48
5	33285023	33285084	lod=23
5	33287219	33287259	lod=33
5	33291862	33291881	lod=18
5	33293993	33294224	lod=164
5	33294442	33294481	lod=39
5	33295173	33295207	lod=21
5	33295410	33295433	lod=18
5	33295484	33295548	lod=23
5	33296378	33296477	lod=28
5	33296590	33296633	lod=30
5	33296667	33296687	lod=17
5	33297183	33297221	lod=26
5	33297292	33297431	lod=93
5	33297475	33297491	lod=20
5	33300642	33300773	lod=35
5	33303549	33303570	lod=17
5	33303687	33303710	lod=32
5	33303745	33303808	lod=65
5	33303812	33303897	lod=113
5	33303904	33303946	lod=53
5	33303962	33303978	lod=23
5	33304321	33304351	lod=50
5	33304359	33304430	lod=58
5	33304551	33304580	lod=28
5	33304596	33304647	lod=37
5	33304684	33304735	lod=60
5	33306188	33306256	lod=29
5	33307508	33307575	lod=45
5	33307661	33307756	lod=53
5	33307792	33307852	lod=36
5	33308372	33308412	lod=33
5	33308905	33309064	lod=35
5	33311903	33311973	lod=25
5	33312008	33312055	lod=30
5	33312096	33312109	lod=22
5	33317177	33317189	lod=17
5	33317302	33317336	lod=33
5	33317360	33317406	lod=55
5	33317430	33317576	lod=63
5	33317845	33317867	lod=20
5	33323310	33323362	lod=21
5	33323492	33323634	lod=54
5	33325946	33326010	lod=23
5	33326178	33326204	lod=20
5	33326957	33327046	lod=64
5	33327216	33327257	lod=27
5	33327290	33327305	lod=19
5	33332526	33332597	lod=27
5	33334501	33334566	lod=24
5	33335536	33335555	lod=18
5	33335968	33335999	lod=32
5	33339788	33339811	lod=19
5	33339823	33339891	lod=43
5	33342847	33342952	lod=113
5	33342964	33342975	lod=17
5	33344600	33344672	lod=56
5	33345014	33345052	lod=22
5	33345123	33345157	lod=23
5	33345607	33345633	lod=20
5	33346685	33346701	lod=17
5	33348307	33348438	lod=57
5	33351109	33351263	lod=114
5	33353186	33353230	lod=22
5	33353991	33354014	lod=18
5	33356978	33356995	lod=26
5	33357017	33357027	lod=21
5	33357078	33357102	lod=22
5	33357143	33357188	lod=29
5	33360321	33360358	lod=20
5	33360504	33360515	lod=19
5	33360873	33360892	lod=17
5	33364595	33364612	lod=20
5	33364678	33364697	lod=28
5	33364810	33364889	lod=83
5	33364897	33364993	lod=88
5	33366458	33366510	lod=40
5	33366539	33366559	lod=26
5	33366707	33366762	lod=28
5	33367037	33367052	lod=17
5	33367078	33367108	lod=19
5	33367615	33367643	lod=21
5	33370814	33370949	lod=50
5	33370970	33371098	lod=73
5	33371109	33371220	lod=36
5	33372810	33372835	lod=30
5	33373289	33373296	lod=16
5	33373331	33373347	lod=26
5	33373385	33373471	lod=65
5	33373595	33373792	lod=235
5	33374250	33374275	lod=18
5	33375948	33375972	lod=19
5	33377287	33377301	lod=18
5	33377446	33377468	lod=21
5	33379610	33379646	lod=22
5	33379677	33379747	lod=48
5	33379999	33380011	lod=21
5	33380064	33380077	lod=20
5	33380592	33380616	lod=23
5	33390644	33390668	lod=20
5	33390854	33390907	lod=47
5	33390957	33391026	lod=73
5	33391930	33391947	lod=19
5	33392271	33392345	lod=31
5	33394607	33394660	lod=22
5	33398737	33398790	lod=79
5	33398825	33398920	lod=99
5	33398974	33398995	lod=18
5	33399011	33399030	lod=18
5	33400013	33400031	lod=19
5	33400470	33400529	lod=28
5	33401909	33402080	lod=34
5	33405817	33405931	lod=63
5	33406706	33406728	lod=20
5	33417120	33417246	lod=119
5	33417270	33417300	lod=57
5	33417383	33417442	lod=64
5	33432578	33432616	lod=25
5	33434178	33434202	lod=17
5	33434397	33434425	lod=21
5	33437655	33437727	lod=40
5	33442092	33442129	lod=19
5	33445575	33445694	lod=47
5	33447829	33447847	lod=19
5	33452303	33452321	lod=23
5	33452542	33452554	lod=17
5	33453967	33454036	lod=28
5	33454055	33454075	lod=23
5	33454099	33454150	lod=22
5	33454476	33454499	lod=19
5	33457099	33457139	lod=20
5	33457320	33457346	lod=19
5	33457423	33457444	lod=17
5	33459062	33459077	lod=17
5	33459083	33459095	lod=21
5	33467042	33467067	lod=21
5	33476829	33476839	lod=16
5	33476981	33477011	lod=34
5	33480216	33480238	lod=17
5	33480931	33480958	lod=21
5	33481003	33481069	lod=36
5	33481170	33481180	lod=17
5	33481209	33481271	lod=94
5	33481922	33481961	lod=21
5	33482987	33483076	lod=33
5	33484110	33484128	lod=17
5	33484315	33484332	lod=19
5	33484397	33484537	lod=222
5	33484550	33484598	lod=126
5	33484782	33484789	lod=17
5	33489072	33489096	lod=19
5	33489148	33489192	lod=119
5	33489196	33489281	lod=212
5	33490799	33490933	lod=296
5	33491430	33491570	lod=342
5	33491861	33491932	lod=236
5	33491998	33492094	lod=236
5	33493111	33493249	lod=364
5	33493250	33493270	lod=43
5	33494425	33494530	lod=308
5	33494571	33494582	lod=19
5	33494595	33494620	lod=20
5	33495553	33495726	lod=524
5	33496750	33496811	lod=148
5	33496815	33496928	lod=341
5	33497016	33497172	lod=472
5	33497511	33497612	lod=288
5	33497761	33497870	lod=325
5	33497958	33498069	lod=362
5	33499612	33499697	lod=222
5	33502182	33502235	lod=38
5	33502278	33502301	lod=24
5	33502729	33502854	lod=312
5	33503419	33503497	lod=212
5	33503514	33503533	lod=42
5	33503540	33503570	lod=69
5	33503854	33503864	lod=19
5	33514367	33514391	lod=18
5	33515379	33515393	lod=17
5	33532670	33532709	lod=22
5	33537930	33537980	lod=63
5	33538161	33538280	lod=184
5	33538285	33538292	lod=18
5	33538296	33538428	lod=182
5	33538438	33538448	lod=32
5	33538450	33538506	lod=109
5	33538515	33538522	lod=20
5	33538531	33538556	lod=50
5	33538569	33538601	lod=56
5	33538615	33538638	lod=48
5	33538650	33538658	lod=23
5	33538674	33538701	lod=43
5	33538731	33538995	lod=505
5	33539426	33539484	lod=100
5	33541601	33541633	lod=21
5	33541752	33541801	lod=35
5	33542172	33542184	lod=16
5	33548452	33548487	lod=32
5	33548520	33548555	lod=23
5	33553421	33553525	lod=73
5	33559371	33559455	lod=52
5	33560860	33560871	lod=17
5	33561005	33561029	lod=23
5	33561244	33561311	lod=36
5	33561344	33561382	lod=40
5	33561459	33561511	lod=54
5	33562310	33562326	lod=24
5	33562687	33562704	lod=17
5	33563131	33563214	lod=44
5	33567342	33567361	lod=21
5	33567768	33567810	lod=23
5	33567835	33567893	lod=26
5	33567920	33567973	lod=28
5	33568001	33568018	lod=26
5	33568728	33568755	lod=20
5	33568838	33568885	lod=24
5	33570729	33570761	lod=19
5	33570813	33570846	lod=30
5	33570852	33570864	lod=20
5	33575186	33575230	lod=23
5	33581914	33581956	lod=42
5	33581995	33582067	lod=54
5	33582604	33582624	lod=23
5	33584459	33584512	lod=21
5	33585064	33585080	lod=34
5	33585099	33585174	lod=60
5	33585192	33585248	lod=73
5	33587018	33587031	lod=18
5	33587485	33587501	lod=18
5	33587569	33587599	lod=22
5	33587767	33587776	lod=16
5	33587974	33587989	lod=20
5	33595918	33595957	lod=25
5	33596884	33596936	lod=94
5	33596970	33596975	lod=15
5	33596988	33596996	lod=21
5	33597006	33597044	lod=56
5	33600660	33600673	lod=17
5	33601583	33601661	lod=34
5	33610882	33610946	lod=29
5	33611912	33611941	lod=39
5	33611979	33612002	lod=20
5	33612403	33612428	lod=19
5	33612870	33613034	lod=155
5	33614490	33614505	lod=18
5	33614584	33614614	lod=19
5	33617000	33617052	lod=52
5	33619752	33619774	lod=18
5	33622151	33622167	lod=19
5	33622446	33622472	lod=19
5	33622496	33622537	lod=40
5	33622551	33622632	lod=62
5	33624458	33624517	lod=159
5	33624526	33624553	lod=88
5	33624563	33624622	lod=99
5	33624626	33624637	lod=32
5	33624641	33624677	lod=99
5	33625887	33625927	lod=22
5	33625945	33625978	lod=21
5	33626000	33626088	lod=53
5	33627237	33627342	lod=31
5	33631790	33631881	lod=161
5	33631888	33631929	lod=50
5	33638218	33638236	lod=19
5	33639594	33639673	lod=46
5	33644520	33644538	lod=20
5	33644563	33644575	lod=22
5	33644588	33644793	lod=573
5	33645046	33645219	lod=81
5	33650094	33650251	lod=287
5	33651685	33651950	lod=536
5	33658542	33658556	lod=17
5	33660088	33660215	lod=203
5	33661302	33661321	lod=23
5	33661390	33661418	lod=31
5	33666602	33666780	lod=460
5	33670315	33670397	lod=28
5	33673433	33673526	lod=225
5	33673539	33673626	lod=175
5	33677665	33677748	lod=149
5	33677752	33677829	lod=160
5	33678353	33678375	lod=17
5	33679235	33679254	lod=60
5	33679258	33679344	lod=215
5	33683172	33683215	lod=21
5	33684109	33684119	lod=16
5	33684677	33684835	lod=381
5	33685406	33685447	lod=138
5	33685451	33685562	lod=252
5	33685679	33685708	lod=19
5	33686925	33686952	lod=26
5	33693436	33693448	lod=18
5	33694040	33694209	lod=470
5	33694345	33694353	lod=16
5	33694469	33694530	lod=31
5	33697774	33697913	lod=299
5	33707703	33707987	lod=110
5	33707991	33708083	lod=64
5	33708167	33708230	lod=40
5	33712063	33712102	lod=20
5	33717306	33717327	lod=18
5	33718874	33718965	lod=244
5	33719715	33719840	lod=337
5	33719865	33719883	lod=45
5	33719916	33719931	lod=21
5	33720003	33720010	lod=18
5	33732602	33732647	lod=22
5	33737723	33737752	lod=18
5	33737884	33737925	lod=28
5	33747231	33747314	lod=62
5	33747392	33747399	lod=16
5	33748047	33748076	lod=23
5	33749019	33749072	lod=48
5	33749091	33749114	lod=40
5	33749127	33749136	lod=18
5	33749299	33749306	lod=18
5	33752505	33752538	lod=21
5	33755917	33755930	lod=20
