FBgn	gene	chromosome	start	stop	BS40	BS43	BS46	BS49	BS54	BS55	BS58	BS62	BS66	BS67	BS71	BS73	BS107	BS111	BS113	BS196	BS200	BS203	BS129	BS133	BS136	BS137	BS140	BS143	BS150	BS156	BS162	BS153	BS159	BS165
FBgn0036516	CG7656	chr3L	15578530	15581377	65.1086	49.55056	93.79561	86.72243	70.84821	83.5201	49.34578	54.21403	43.28047	57.18162	34.61671	29.047015	27.33616	33.45993	31.96821	46.43378	86.65038	133.05446	121.3822	146.291	93.47824	73.19096	47.79276	90.88201	62.10403	84.37822	94.65889	44.53581	44.7402	48.73104
FBgn0036929	CG7668	chr3L	19995828	19997934	37.8527	46.1082	23.2969	25.03174	31.58	28.3868	39.8679	9.73189	13.3016	7.90832	11.41978	17.03513	7.74252	16.84908	16.37128	26.14697	30.5338	53.5976	55.8192	28.1799	31.2695	21.50558	17.9081	7.19289	14.07071	9.69717	9.73218	10.90494	36.7303	30.4804
FBgn0038607	CG7669	chr3R	14187668	14189999	0.00905814	0.103021	0.164866	0.0995453	0.175867	0.302769	0.520745	0.310506	0.314492	0.390191	0.217763	0.22346	0.27533	0.0820177	0.0351552	2.98009	8.223	10.3284	10.2365	21.0677	35.7301	38.2535	37.4513	29.8055	49.5511	65.291	72.0949	0.0502465	0.0296833	0.0204702
FBgn0038609	CG7671	chr3R	14192314	14193643	46.1213	15.7586	30.5969	26.8668	19.4633	21.1805	8.31232	5.55459	4.07801	2.86681	3.44577	2.30709	14.2041	11.5614	8.43991	9.6525	11.826	12.9044	12.8273	13.8555	14.0572	7.72863	4.62749	6.53534	6.30505	8.83811	9.2688	18.8311	30.8312	33.0707
FBgn0038610	CG7675	chr3R	14203833	14206897	2.502917	1.898075	2.247522	17.57681	28.2072	312.9789	305.61235	416.718	370.6663	159.4526	40.27329	53.6975	66.18669	167.7559	145.3954	33.43394	31.92333	62.42467	85.26122	116.2647	185.65276	229.3271	27.48312	16.69159	42.28691	45.15357	48.72949	26.41755	39.5713	34.5602
FBgn0038613	CG7678	chr3R	14212554	14215608	0.0802125	0.0458162	0.0740541	0.23838	0.479473	2.21504	3.78034	6.02322	13.8698	33.5862	68.3969	69.2944	88.0518	56.7016	33.0277	26.017	9.67557	2.01808	0.237368	0.278338	0.35982	0.481489	0.238883	3.84946	10.5567	11.7516	7.21199	14.8785	6.96381	6.63772
FBgn0038619	CG7685	chr3R	14230613	14231761	25.03662	10.387419	11.28593	14.49098	14.17047	19.25692	12.61943	12.32165	6.259313	5.198785	4.232562	3.759646	5.688512	7.488589	4.710259	6.214311	9.416921	12.59643	12.45311	15.81968	18.53284	15.3335	8.1743	9.62756	10.52376	14.88832	17.51463	11.03772	12.55051	15.91844
FBgn0027525	CG7686	chr2R	6724075	6726238	82.5767	133.666	161.844	147.247	160.812	141.817	97.766	83.1283	82.1604	96.2059	152.51	158.396	123.731	56.1458	52.7454	59.2104	69.5174	81.9455	68.7992	70.5862	82.1632	58.9558	48.165	57.2612	75.0898	84.839	90.292	99.6961	90.1467	86.3675
FBgn0038626	CG7691	chr3R	14385590	14387187	0.0	0.0153758	0.0	0.0	0.0	0.0	0.0	0.0113031	0.0106488	0.0	0.0	0.0	0.0	0.0	0.244855	0.529619	0.683701	1.08486	1.08497	1.4925	1.63637	1.29135	0.919278	0.626755	1.69033	2.21251	1.88137	0.0	0.0	0.0
FBgn0036714	CG7692	chr3L	17345518	17351289	15.66407	25.39671	12.392763	11.265343	12.228161	8.665435	11.823097	6.030649	5.094373	2.594772	10.754004	8.85323	5.847415	4.26658	3.989923	3.222327	5.249944	6.629094	6.631631	7.28636	10.84198	8.054614	4.767024	3.239193	7.831463	11.581806	10.598971	3.921471	8.82043	8.459806
FBgn0038627	CG7694	chr3R	14398816	14416448	7.66113	6.9474	3.325357	1.58892	1.97122	0.0	0.0	0.0	3.44102	2.57705	3.94603	4.39561	6.48714	11.4376	11.44863	14.70338	11.99358	13.5587	12.7339	13.6087	12.6971	15.21227	13.30759	6.9112	11.75736	12.10896	12.0783	4.69697	6.35781	7.87443
FBgn0038631	CG7695	chr3R	14442465	14443274	0.0	0.0	0.0280377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.546812	0.333163	0.346942	0.751917	1.21682	2.95445	1.70419	0.773775	0.148375	1.93624	0.0	0.0	0.0	6.61634	91.329	108.169	141.227	25.5589	28.4499	22.606
FBgn0038638	CG7702	chr3R	14494982	14500446	0.721939	3.394123	4.85657	18.78643	32.009907	42.03232	48.43786	46.00014	42.51825	31.3507	25.6679	28.71743	17.752	17.0068	13.15489	23.80555	33.30083	43.96268	33.71432	28.475724	26.13378	18.811778	9.022858	11.38384	8.61377	9.13033	11.669353	8.557877	5.672662	7.04257
FBgn0038639	CG7705	chr3R	14500331	14503278	34.0142	41.1422	28.7119	24.6506	26.77586	21.031136	20.090482	14.4759	12.612	7.52283	13.6877	14.6902	9.2489	10.5725	10.3034	7.85213	9.42294	11.260657	10.844591	11.212021	12.9983	10.6654	10.1719	6.15408	9.10294	9.012353	9.1163	11.869	21.7639	21.33429
FBgn0038640	CG7706	chr3R	14503428	14506057	24.7278	22.433	18.235	13.7416	10.0422	7.21963	6.80311	4.7458	4.58937	2.95447	7.26767	5.71307	4.18994	3.92497	3.18599	3.69635	4.75083	5.60266	5.9819	6.75331	8.23516	5.85968	3.70147	2.47935	3.87092	4.89642	4.36426	6.10683	13.9392	13.9984
FBgn0036703	CG7707	chr3L	17236493	17237856	0.0	0.0180762	0.105177	0.0806143	0.0486438	0.0123545	0.0198633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0205613	2.76035	6.05638	7.78433	6.44722	12.6088	17.6394	22.2661	21.4899	13.8576	26.3756	32.111	32.1654	0.0	0.0	0.0
FBgn0038641	CG7708	chr3R	14506261	14512461	0.0542062	0.113657	0.071259	0.1043259	0.215441	1.3533178	2.6570101	8.967588	16.856694	20.40419	19.639266	21.122499	25.553831	8.037063	2.209292	0.816333	1.5799296	1.339851	0.7338983	1.8641781	2.6198653	4.021567	11.408554	14.352755	8.763082	8.246556	10.977959	5.37624	1.116911	1.1551805
FBgn0033570	CG7712	chr2R	6784553	6785498	63.5112	85.631	69.309	62.7092	72.7028	108.227	88.3804	143.801	160.059	143.745	130.792	114.778	193.876	161.675	144.483	90.6956	56.9247	51.9908	49.9001	47.7245	48.1634	91.2506	207.468	358.931	258.801	225.844	190.666	299.883	103.333	82.4633
FBgn0038545	CG7713	chr3R	13620753	13622044	30.27102	36.2006	31.8321	44.7006	67.7055	74.4904	81.6794	25.32394	28.77461	21.24857	13.81683	16.39379	8.76607	8.79894	5.66156	11.72312	13.49863	18.48817	17.8958	16.50633	28.7321	25.07203	16.8666	3.668086	5.12362	6.60862	5.6501	5.98194	14.63803	14.29847
FBgn0038645	CG7714	chr3R	14551075	14552368	0.476293	0.188711	0.368286	0.99416	1.97872	1.79574	1.23253	7.09531	65.3203	240.118	404.278	365.882	678.462	523.98	564.298	375.746	329.566	272.499	111.541	2.05076	2.48662	1.27802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBgn0038646	CG7715	chr3R	14553244	14554238	0.490681	0.186847	0.2120556	0.808598	1.27798	1.27704	3.2851	32.828	83.0777	252.195	381.572	403.987	619.855	427.196	389.734	340.649	340.738	263.931	98.1056	2.24953	2.73421	2.25216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBgn0035800	CG7716	chr3L	7581831	7584098	0.0	0.0	0.00460081	0.0	0.0	0.0	0.01564	0.00697533	0.0	0.00716787	0.0105563	0.0	0.0	0.0	0.0107931	1.36182	3.57162	5.3405	4.24863	8.65353	13.788	16.3809	14.8207	8.07488	17.3335	22.7816	18.1941	0.00578489	0.0	0.00942693
FBgn0038649	CG7718	chr3R	14569780	14571793	45.7792	10.6288	9.8165	13.2161	12.8208	17.1083	14.6055	18.1426	17.3514	15.327	9.75603	7.86094	15.0005	20.1357	13.7546	5.64704	7.7826	8.23623	7.38295	10.076	14.1239	14.3336	18.704	11.9444	15.4028	20.8639	19.9484	18.3198	28.2282	31.0998
FBgn0038652	CG7720	chr3R	14584872	14621044	1.751836	1.863516	0.513629	0.7021919	1.356861	4.875669	9.176379	22.78148	29.96154	52.24046	25.38562	25.618743	32.11993	17.129122	8.521247	15.87616	18.32386	34.0398	50.24152	30.26154	35.7709	17.43752	4.962256	12.98808	39.84906	78.69603	104.573	32.77194	14.04804	13.166205
FBgn0033574	CG7722	chr2R	6827632	6829390	0.0138761	0.0	0.00768609	0.0353467	0.0710957	0.401744	1.001502	0.1981	0.924176	3.31677	5.46029	8.9601	2.874173	3.508846	3.662855	5.55689	6.498866	7.494069	4.92144	23.71757	20.29652	14.58404	12.1473	10.373863	32.04363	31.512	28.86084	4.007769	4.63898	4.177039
FBgn0036698	CG7724	chr3L	17048668	17051697	0.505914	1.24046	1.31913	2.44123	4.50141	8.05425	7.2182	38.8902	210.061	230.806	22.6765	30.805	5.34707	37.7594	70.2132	3.72249	3.68792	3.2581	4.09627	6.90508	6.64696	5.39321	39.4401	19.7479	10.2136	9.44173	11.3268	7.23609	1.43304	1.5545
FBgn0036686	CG7728	chr3L	17009248	17013465	50.6034	74.8584	62.3349	50.2775	50.4465	32.0157	32.2187	25.8401	21.6971	13.5925	45.6386	39.8197	36.8368	19.1899	12.7799	5.88282	7.87699	8.51098	7.4792	8.26459	8.03573	5.44109	3.44371	4.61973	4.2735	4.7357	5.237	24.8415	37.9034	37.542
FBgn0036689	CG7730	chr3L	17020609	17022918	52.3032	23.4681	7.83207	4.80654	9.8802	7.7359	5.85352	5.30966	4.54743	1.8175	3.74271	4.76334	0.154703	0.301602	0.619733	1.65657	2.42435	3.04804	2.61905	4.5547	5.33581	5.72774	4.54071	3.85008	6.39506	10.8159	8.56649	9.0967	22.0773	23.3352
FBgn0034446	CG7735	chr2R	15331683	15332563	0.0	0.113513	0.178879	0.0632791	0.245975	1.410912	1.282132	1.167018	1.54041	1.225417	1.273172	1.425041	0.750261	0.2197283	0.0693144	0.130332	0.205421	0.414264	0.127431	0.469781	0.902725	1.391796	0.613767	1.50344	1.260626	0.999981	1.225515	0.400941	0.2285708	0.197356
FBgn0033584	CG7737	chr2R	7110329	7114251	20.07161	26.97651	5.94022	3.86963	6.003157	6.38171	12.35682	19.29552	14.90986	11.55743	15.48829	15.40615	20.14215	12.523	9.5174	2.25776	1.802173	1.929781	2.49486	5.73126	5.09215	20.79745	3.65182	7.10633	5.43625	5.09265	5.15928	14.32676	16.91413	16.22734
FBgn0036509	CG7739	chr3L	15553778	15556197	23.0821	36.3436	32.0873	29.6257	33.2125	35.1437	36.2522	25.1184	25.2986	22.0663	26.9494	28.3866	13.059	15.9967	14.7597	19.2659	26.6524	37.4717	45.7951	35.1377	29.7115	24.9809	19.2911	14.569	20.6694	22.8384	22.3076	16.3392	21.9565	20.9439
FBgn0033615	CG7741	chr2R	7189425	7193118	10.3893	13.8958	18.79986	18.23338	16.40055	9.64613	11.8133	6.78809	8.54444	8.22458	11.05588	16.73566	10.84826	10.17019	9.00506	5.10081	4.469256	5.975259	4.904489	5.68207	5.901252	5.12737	4.62852	2.902864	3.74244	4.13859	4.255995	4.612431	8.89997	8.445738
FBgn0031690	CG7742	chr2L	5212392	5214730	0.031915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6682	2.93685	1.72548	1.98165	0.819386	0.0	0.726897	4.26558	9.03426	11.4602	11.02	18.9722	28.3421	36.31399	37.48201	31.97451	57.9393	77.13647	82.6043	0.0	0.0	0.0
FBgn0034447	CG7744	chr2R	15339916	15343126	69.7405	16.5969	39.0891	22.07	13.8292	9.21588	9.61784	6.01479	3.72577	2.08764	2.0727	2.13634	15.1787	13.0608	8.2649	4.00193	5.42657	6.04378	6.44879	5.31554	5.59244	2.62717	1.6021	2.40932	2.34408	2.83511	2.64684	18.2683	41.3202	44.2764
FBgn0033616	CG7745	chr2R	7195261	7197335	35.801	3.23301	8.74343	10.8652	9.27441	9.50227	7.94358	5.83577	4.65553	5.09411	4.02412	3.73199	4.93659	3.38089	2.76721	4.34909	6.21202	6.8967	6.60513	7.19383	9.01455	7.15574	4.41031	4.1586	5.12617	7.2248	8.66933	12.4313	22.4723	21.8797
FBgn0034109	CG7747	chr2R	12179764	12181636	17.0698	29.1741	26.4154	17.624	15.881	10.4581	12.0827	5.91247	6.27087	4.62363	6.24655	8.22901	4.02978	4.74528	3.50981	4.57369	5.91084	7.54827	6.87106	6.87981	8.94467	5.65654	3.65675	2.59548	3.49362	3.59321	2.91543	5.61272	12.5043	11.5335
FBgn0034105	CG7755	chr2R	12169131	12170451	0.0427952	0.146664	0.0790154	0.0847876	0.131559	0.055689	0.00895352	0.0119796	0.0225723	0.0246206	0.0	0.0	0.0	0.0	0.0370727	2.58205	6.48787	7.40859	6.78446	14.4081	21.6254	28.9744	31.1868	38.0146	62.9191	81.6201	88.4121	0.0397404	0.0	0.0
FBgn0036915	CG7757	chr3L	19903362	19905604	50.7858	72.8075	70.1746	60.65509	51.1716	38.6719	35.44319	22.10584	17.06886	15.74227	15.0451	15.93579	16.66036	14.1298	11.19018	14.4297	20.99884	24.4078	26.38871	31.40978	37.19057	24.1008	15.23293	14.23461	14.40498	17.80303	19.31887	19.80364	31.2159	33.2146
FBgn0033633	CG7759	chr2R	7292930	7295584	0.0528682	0.167054	0.4497823	2.634142	6.54932	22.8957	23.1136	11.327	8.7045	4.86225	2.45979	2.50451	6.4397	8.60567	7.6679	2.5499	1.45313	1.02548	0.975467	1.72287	1.526412	12.7647	25.1445	6.95817	8.69596	6.44073	5.52074	6.03295	1.537332	1.30822
FBgn0040503	CG7763	chr2R	7301942	7302967	0.371128	2.92051	7.94261	45.8756	120.5649	138.28	99.0419	16.51532	10.56557	2.71308	0.0	0.0	0.0	0.0	0.0	43.6263	30.58892	11.0891	11.65596	34.5947	28.6881	33.7282	12.47441	3.715509	0.0	0.0	0.0	0.0	0.0	0.0
FBgn0030087	CG7766	chrX	8987522	8997884	65.91799	17.21788	10.29345	14.14716	15.47829	19.72758	20.3344	27.55403	27.18984	34.12919	40.71362	39.19859	46.82217	32.96456	40.92003	31.51621	28.0631	18.54534	19.37151	17.95065	22.90465	23.16716	42.37264	55.22426	80.1287	80.203	66.9159	80.42465	50.78262	49.59132
FBgn0036415	CG7768	chr3L	14211008	14212390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19331	1.57248	2.1705634	28.02754	45.95509	59.3905	63.7422	103.99	152.0857	164.1006	124.4811	78.9647	157.5301	222.9383	187.2218	0.0	0.0	0.0
FBgn0036918	CG7770	chr3L	19916702	19917808	58.5943	31.49748	54.1907	53.5415	58.0571	84.8498	66.3213	33.35877	43.853	38.1619	36.48355	39.5552	48.88075	63.6997	52.31646	36.58141	38.5585	51.0959	44.2256	47.5865	62.0425	65.7912	65.0771	27.20012	43.8103	50.77015	44.394	28.57834	55.73586	56.29967
FBgn0030883	CG7772	chrX	17800042	17801338	41.763	16.749	5.23799	5.1769	6.12896	8.82438	7.47126	10.7278	12.1249	15.8916	14.9701	16.0835	17.4042	17.3139	17.2192	12.0769	11.6215	10.2019	8.60152	14.1539	18.5019	21.1491	22.9889	30.6135	39.8774	50.7358	55.9771	26.4695	21.893	22.8772
FBgn0033635	CG7777	chr2R	7323642	7329729	130.9191	14.389469	1.940429	1.270887	2.436442	6.261977	6.290362	7.90219	15.1279	19.86521	18.18443	18.609513	17.54431	17.21499	17.12293	21.76727	48.28525	98.4276	77.51262	25.67581	24.11029	19.16899	79.3052	128.5018	16.4437	15.32063	17.17487	79.0472	125.4684	125.5377
FBgn0032025	CG7778	chr2L	8346337	8350949	0.050775	0.0984021	0.0858831	0.1993445	0.333236	0.270715	0.2707331	1.22263	10.15313	29.20309	46.7918	41.0417	32.27301	5.106402	57.7897	72.5039	72.9953	363.557	1639.231	111.4245	18.9277	10.93608	4.971996	177.852	51.7808	70.998	83.3296	41.45001	25.77735	26.87248
FBgn0032021	CG7781	chr2L	8321275	8325409	0.170866	0.335935	0.688638	0.934825	1.26521	3.01571	9.15455	17.0319	38.6871	48.6753	50.7278	64.7173	58.8185	22.6408	8.54748	5.35167	4.66399	5.40909	4.54424	9.15488	15.7984	43.0348	72.5506	45.0133	29.9956	23.895	16.8177	17.706	6.56882	5.1065
FBgn0038564	CG7785	chr3R	13847313	13849413	23.9633	24.1552	13.6831	11.0109	13.6287	11.9071	10.0697	8.91904	8.55537	5.94677	8.06328	8.8215	2.39957	2.28077	1.67112	2.37561	4.13991	5.28218	5.37977	4.89176	5.75301	4.3414	2.92788	1.95242	2.67435	2.83481	3.28835	6.22502	13.0216	12.2119
FBgn0034096	CG7786	chr2R	12121862	12122441	0.0	0.0	0.0	0.027614	0.0333253	0.228527	0.387831	0.355043	0.18011	0.336779	0.330654	0.201462	0.148604	0.0394365	0.042259	0.0426561	0.0	0.0	0.0	0.0279553	0.0912426	0.1849	0.0427152	0.0	0.0	0.0271368	0.055437	0.02265	0.0	0.0369099
FBgn0032020	CG7787	chr2L	8320287	8321363	32.9053	12.8936	23.327	30.8476	32.6994	31.7396	27.8601	17.5893	20.8546	17.7351	14.7322	18.1391	14.6435	16.859	10.667	12.6897	16.557	22.882	24.1454	20.3417	23.3896	20.0676	13.3639	6.99638	10.1128	9.93689	10.8949	15.6433	29.058	26.229
FBgn0039698	CG7789	chr3R	25628788	25630111	41.0947	23.3602	14.995	9.81177	8.41513	10.2558	11.1853	20.103	10.9929	10.6549	10.3193	8.75315	17.653	29.1568	17.8575	14.5711	15.0067	13.9831	16.1781	10.4468	12.571	22.5461	10.0698	10.6377	13.2024	13.6602	18.0778	25.1489	27.3378	28.0598
FBgn0033038	CG7791	chr2R	1645536	1648015	10.375	8.79054	13.6198	14.5266	14.3956	16.688	16.0053	14.7577	12.3357	8.45025	6.54411	6.93096	16.0848	17.2845	12.3379	8.49162	8.69213	9.74997	9.0513	10.2623	12.4933	14.4516	10.2423	6.19519	9.97265	11.9623	15.073	13.5921	13.0334	12.8007
FBgn0038565	CG7794	chr3R	13849424	13851122	0.023911	0.382413	0.26489	0.223332	0.257272	0.270702	0.150078	0.130521	0.208095	0.226978	0.182332	0.19441	0.191204	0.072488	0.124282	3.24601	6.6238	9.49235	8.21802	15.6312	26.1967	31.6584	35.677	42.7208	62.4268	80.5362	99.0656	0.108245	0.0392958	0.067844
FBgn0032019	CG7795	chr2L	8316814	8319953	1.378335	0.419183	0.0993244	0.08384915	0.137721	0.118115	0.227102	0.104623	0.1182269	0.0580816	0.0471206	0.14031	0.1042227	0.146498	0.7514796	1.609939	3.04675	3.695434	3.199958	4.81098	7.071386	7.40874	5.31307	2.88002	8.05464	11.67956	8.90194	0.749634	1.267974	0.841654
FBgn0034092	CG7798	chr2R	12109685	12110132	0.042125	0.0	0.0700002	0.0	0.258998	0.164451	0.0528799	0.17688	0.399938	4.32595	18.6844	11.3841	27.7502	1.63463	7.00649	7.18284	1.04503	1.17081	1.97568	2.28126	2.87588	2.48483	1.52155	1.13566	2.30163	2.31992	2.8005	0.20537	0.0461528	0.0478095
FBgn0037552	CG7800	chr3R	4043699	4045467	6.19852	6.14418	14.2823	10.6439	7.92333	5.95394	11.0566	4.6509	6.64835	4.17268	3.8712	4.8905	5.69394	10.1964	10.6148	8.89851	8.5051	9.28498	8.31213	3.49722	4.5917	6.28235	6.28794	2.33181	5.63678	5.1189	3.71269	3.82749	8.5415	7.44595
FBgn0039704	CG7802	chr3R	25644805	25651949	0.64445	1.73974	3.81191	28.27201	46.7634	105.8876	226.3171	161.1365	7.24753	3.57416	1.461603	1.932115	8.23604	158.4427	20.93067	3.919578	11.58637	26.8192	43.20173	13.12948	114.70743	255.3634	11.64303	3.39958	2.7658	3.54356	4.50582	0.4811278	0.245599	0.113073
FBgn0036496	CG7804	chr3L	15465296	15467265	0.0	0.0	0.0	0.0	0.0434336	0.198563	0.199527	0.0533925	0.100604	0.00914438	0.0134671	0.00820528	0.00806994	0.00642479	0.344232	6.29609	8.58721	9.25759	10.5297	12.7704	19.126	18.0286	10.2644	5.64418	14.2928	25.4737	17.3224	0.0	0.0	0.0
FBgn0032018	CG7806	chr2L	8311296	8317035	25.5216	13.6913	15.4769	15.5427	15.211	11.8296	13.9298	9.91031	7.96566	4.66935	5.91	6.55122	6.02528	9.39855	8.40197	12.0257	19.6564	34.8285	37.4527	32.0255	17.0681	13.2967	8.65031	7.33709	11.7094	12.8878	13.4084	11.6145	20.5048	20.2501
FBgn0032017	CG7810	chr2L	8309868	8311213	11.4594	7.94668	11.6111	11.447075	9.465899	7.86258	11.3722	3.3347	3.840769	2.54726	3.18785	4.16016	3.21106	4.27575	3.8253	5.08558	6.396847	11.6315	12.646668	13.0021	12.5203	10.0114	6.238155	2.98572	4.4743	5.77173	5.072296	3.85249	9.58679	8.71434
FBgn0034133	CG7813	chr2R	12384392	12387020	0.0	0.0786338	0.0508369	0.0194823	0.00783728	0.00597153	0.0384034	0.0128457	0.0302553	0.0	0.0	0.0236893	0.0116493	0.00463723	0.0298148	3.89228	11.7906	15.7516	14.5499	28.1515	43.9244	40.864	32.0955	17.6823	39.8798	60.3471	47.2409	0.0426136	0.0	0.0
FBgn0039714	CG7816	chr3R	25689354	25694661	28.99677	9.231306	12.217985	21.84943	20.69125	31.83798	24.36663	10.806135	12.508336	19.761642	26.13816	23.70712	14.999127	11.742561	15.28114	40.91834	85.63386	110.45547	85.26726	40.98754	36.91317	34.8486	32.89513	32.53372	60.46035	76.74947	72.4918	28.31529	35.8696	43.38856
FBgn0032016	CG7818	chr2L	8308326	8309986	30.8561	34.2544	38.5306	26.1649	19.7336	15.3602	9.82216	4.23107	3.31277	2.21656	2.14043	2.64523	4.0838	5.51559	4.73567	6.50105	7.63582	10.0461	9.31425	10.4386	12.6992	7.13142	3.15635	2.06182	2.69828	3.43856	3.35539	5.08617	13.6016	14.2801
FBgn0039711	CG7824	chr3R	25683351	25684712	36.32764	40.49494	22.17888	18.17463	18.49684	13.97985	12.13649	12.28811	11.19683	10.46831	18.95042	20.64579	7.94485	3.381459	3.71238	5.27653	8.150661	8.45485	5.99539	6.01553	6.38658	3.715683	2.142552	2.461469	3.3653	5.00864	5.837133	12.6871	20.2825	20.0444
FBgn0039703	CG7829	chr3R	25642449	25643526	0.0	0.0419312	0.0	0.0311667	0.119847	0.157623	0.285554	0.446893	0.101641	0.0618632	0.0	0.0426339	0.0838613	0.4482678	0.0715438	0.0	0.0345406	0.03646616	0.0268985	0.0157759	0.1218697	0.0509693	0.0482107	0.104952	5.88185	7.5345	12.4043	5.3301	3.250411	5.815201
FBgn0032015	CG7830	chr2L	8306629	8308265	41.6089	34.5596	61.098	78.6213	74.4613	75.3098	90.6549	46.4232	45.3751	32.1435	16.8283	18.4981	43.5917	102.603	71.4786	61.4866	60.1117	63.0337	65.5656	31.7759	56.7342	54.3731	27.5027	20.9317	44.2351	51.2528	52.2477	29.671	51.2335	50.111
FBgn0039697	CG7834	chr3R	25627331	25628709	129.49797	137.61054	57.14068	48.3205	49.8181	91.4211	69.7967	74.4282	68.05206	78.5065	93.8762	85.59112	158.80765	234.4746	259.6574	144.1092	105.7055	93.85377	86.70262	56.70655	85.77369	80.54839	67.9272	79.3336	163.1316	163.3271	131.8096	135.0236	132.8201	133.52033
FBgn0039696	CG7837	chr3R	25621409	25625071	23.9628	8.53573	14.2336	16.7217	14.522	8.79206	8.51059	6.06582	5.80926	5.84762	5.07078	5.26109	4.02615	3.18194	2.84763	3.56346	5.04535	7.58159	7.22394	7.76993	9.03381	6.79981	4.30192	3.38431	4.54065	4.91441	4.99438	6.8392	12.4988	12.2537
FBgn0036124	CG7839	chr3L	11067813	11071857	42.3796	58.3003	35.6227	35.4224	36.7325	21.0005	27.9992	17.7473	15.5515	9.21251	27.3723	25.401	26.8868	15.1883	10.9234	5.05036	6.68828	7.51113	6.57929	6.69827	7.74089	7.02652	4.45374	3.51495	3.95279	4.54368	4.82317	21.4881	39.8768	38.3989
FBgn0032014	CG7840	chr2L	8305589	8306743	220.896	167.061	66.8523	38.1198	50.5143	34.0605	37.4124	26.4454	15.6031	7.7064	11.1935	12.7004	9.24427	25.6532	9.22121	9.27704	11.0243	14.0324	13.2119	11.0804	12.4538	12.6593	5.54992	4.0762	7.49289	8.86941	8.4052	48.3744	131.593	123.072
FBgn0036502	CG7841	chr3L	15498287	15501694	15.647	3.71251	5.19384	11.4517	19.2464	17.5453	17.374	7.11187	6.72287	5.79046	9.91256	11.4796	15.6069	13.6886	10.0356	4.68884	9.83484	17.082	13.6168	15.0769	18.4948	33.5981	21.4805	18.9515	30.3138	37.6455	36.5217	10.7112	16.5671	14.5691
FBgn0033062	CG7843	chr2R	1968332	1973146	95.4882	159.2486	171.60245	101.32299	85.35649	55.7269	79.41841	41.96125	38.29423	23.15411	52.94025	46.77956	19.90953	29.88108	22.33846	22.05743	31.31253	42.33329	40.38712	36.02642	52.35045	35.8189	17.132856	10.480454	16.48734	17.341346	20.331185	28.50658	61.90333	57.72748
FBgn0033059	CG7845	chr2R	1961972	1963931	24.1514	40.2624	35.1673	34.914	38.4334	29.6036	29.1227	11.8082	11.8939	7.6214	21.9411	22.4497	29.9743	17.2184	11.3829	6.51005	7.35023	9.15868	7.95687	6.79113	6.92908	6.41471	3.5754	3.34413	3.40495	3.60356	3.48019	14.1122	23.5791	22.6368
FBgn0034127	CG7848	chr2R	12321352	12323459	0.0536209	0.0306275	0.0198007	0.0227648	0.0183155	0.00697765	0.0392646	0.022515	0.0565646	0.115683	0.0795051	0.145323	0.0476421	0.0216742	0.0929017	2.74291	6.92555	8.72669	8.01607	14.7957	22.332	26.777	25.7298	21.4938	33.5536	44.7652	52.9228	0.112035	0.0195826	0.0101428
FBgn0033060	CG7849	chr2R	1964269	1965641	15.79294	20.10448	24.24303	22.57377	21.92496	22.07776	15.045307	16.42351	12.79242	10.07837	15.7456	14.71329	28.99802	16.86144	15.41181	4.7536	5.054353	5.02432	5.12061	5.70213	7.27873	10.50738	8.52297	8.11276	10.49119	12.23413	20.15529	14.95563	9.93667	11.42039
FBgn0035229	CG7852	chr3L	1537116	1544911	41.10991	18.08786	23.31386	21.29111	18.27385	18.95425	18.77998	19.41026	17.30427	17.63235	12.66789	13.2821	9.948248	8.778125	5.838761	6.639927	12.03197	13.60252	15.623338	19.61837	22.56115	23.13417	19.14272	19.65501	22.53241	24.52893	24.19426	22.215918	32.77965	32.97679
FBgn0033056	CG7856	chr2R	1944861	1947063	0.0	0.00976871	0.0189465	0.0217827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100005	1.82823	4.78824	5.46645	5.32655	10.2247	17.146	19.7451	19.9306	19.9238	31.2204	44.1825	49.5609	0.0	0.0	0.0
FBgn0026738	CG7857	chr3L	15496699	15498012	39.0011	4.14264	1.90688	3.80949	8.47289	19.3717	15.3339	9.84957	9.5166	7.21519	6.09097	7.65304	9.30789	11.1133	9.43939	9.86089	12.3445	15.4686	15.1103	16.0407	21.3388	20.1339	14.2566	7.81673	12.6954	15.3365	15.5931	13.1307	27.347	27.6431
FBgn0030653	CG7860	chrX	15463025	15464926	7.85793	11.51611	3.02129	4.94237	13.6591	75.5074	56.4326	57.9244	27.156	44.2157	5.88771	14.97277	5.83288	8.44489	20.09195	64.4823	89.9561	79.6478	129.2037	1015.125	1007.584	613.764	153.3037	61.8814	33.284	36.0777	46.1749	10.96661	3.82766	6.49608
