FBgn	gene	chromosome	start	stop	strand	CME_W1_Cl.8+	Kc167	ML-DmBG3-c2	S2_DRSC
FBgn0036639	CG4229	chr3L	16549924	16551063	-	0	0.0691686	0	0
NA	noncoding_12980	chr3L	16550006	16550328	+	0	0	0	0
FBgn0026061	CG4123	chr3L	16556736	16565497	-	0	0.287548	0.448357	0.194252
FBgn0026208	CG4143	chr3L	16567592	16569948	-	249.174	182.664	156.98	108.092
FBgn0036640	CG4118	chr3L	16569943	16573387	-	7.63674	16.3568	10.1617	6.62757
FBgn0036641	CG16725	chr3L	16573512	16574340	-	72.518	45.6486	124.581	30.0857
FBgn0028693	CG4157	chr3L	16576082	16577122	-	199.24	167.027	138.149	108.13
FBgn0250814	CG4169	chr3L	16577165	16583234	-	268.017	180.28	269.439	210.826
FBgn0036643	CG4109	chr3L	16579213	16588160	-	41.2013	61.6605	66.521	48.0932
FBgn0052163	CG32163	chr3L	16580202	16581243	+	0	0	0	0
FBgn0002283	CG4195	chr3L	16581002	16583259	+	0	0	0	0
FBgn0003741	CG16724	chr3L	16583032	16584494	-	0	0	0	0
FBgn0027500	CG17286	chr3L	16584306	16588160	-	0	0	0	0
NA	noncoding_13013	chr3L	16587007	16595143	-	0	0	0	0
FBgn0042178	CG32165	chr3L	16588518	16601254	-	8.42076	14.4997	4.88082	8.19414
NA	noncoding_13010	chr3L	16592700	16600933	+	0	0	0	0
FBgn0036648	CG4098	chr3L	16593550	16602427	-	4.63857	6.63043	14.0473	15.0399
FBgn0042177	CG32164	chr3L	16596166	16601254	+	0	0	0	0
NA	noncoding_13011	chr3L	16601647	16602323	-	0	0	0	0
FBgn0002284	CG4097	chr3L	16602454	16605392	-	288.215	250.119	216.544	183.144
FBgn0004465	CG4086	chr3L	16603612	16605392	-	0	0	0	0
FBgn0025558	CG4101	chr3L	16605585	16606051	-	18.6452	24.4459	28.3491	28.6922
FBgn0017572	CG4083	chr3L	16606317	16608572	-	64.4013	87.6909	39.4911	44.9319
FBgn0000017	CG4032	chr3L	16614934	16654769	-	97.5849	157.345	76.8117	89.6247
FBgn0260960	CG3971	chr3L	16641549	16654769	-	0	0	0	0
FBgn0010223	CG12232	chr3L	16655558	16661069	-	4.99221	0.605349	0.139835	3.16768
FBgn0040512	CG3948	chr3L	16664562	16666771	-	118.261	89.1323	94.8904	117.127
FBgn0036652	CG13032	chr3L	16666993	16669503	-	0	0.164896	2.14261	0.0424363
FBgn0063485	CG3849	chr3L	16669505	16704834	-	43.5779	41.1485	28.6447	39.7419
FBgn0036654	CG9692	chr3L	16698008	16699534	+	0	0	0	0
FBgn0000414	CG9695	chr3L	16706241	16717676	-	6.44271	8.84362	5.18742	14.0845
FBgn0036655	CG13031	chr3L	16717885	16718482	-	0	0.121492	0	0.656588
FBgn0036656	CG13026	chr3L	16718610	16719368	-	0	0	0	0
FBgn0043577	CG9697	chr3L	16719640	16720370	-	0	0	0.105306	0
FBgn0043578	CG9681	chr3L	16720384	16721219	-	0.809152	0.171704	0	0
FBgn0004556	CG9680	chr3L	16721375	16723918	-	13.1265	17.5939	5.74872	13.6463
FBgn0036659	CG9701	chr3L	16726577	16732471	-	0	0	0	0.0488833
NA	DMG4-MB6.chr3L.29.003	chr3L	16748556	16748880	+	0	0	0	0
FBgn0004108	CG9704	chr3L	16759107	16770678	-	7.72343	7.19568	60.8416	3.7214
FBgn0036660	CG13025	chr3L	16769627	16772872	-	7.37972	5.58878	8.7449	7.46728
FBgn0036661	CG9705	chr3L	16773188	16775646	-	96.0579	87.383	66.8856	58.4629
FBgn0036662	CG9706	chr3L	16776091	16778351	-	17.2447	17.5944	11.3718	25.0707
FBgn0025582	CG9677	chr3L	16778307	16780152	-	300.61	334.061	267.711	280.292
FBgn0036663	CG9674	chr3L	16780672	16800832	-	49.4813	96.811	117.256	97.2947
FBgn0021768	CG9710	chr3L	16801481	16812791	-	76.3872	42.3764	44.9168	47.7543
FBgn0036665	CG13024	chr3L	16802659	16822165	-	5.50975	0.806442	18.6881	0.0658627
FBgn0036666	CG9712	chr3L	16835358	16837733	-	44.2246	36.5444	34.8264	39.4318
FBgn0036667	CG9669	chr3L	16837647	16838187	-	47.9595	57.7171	39.3814	36.7502
FBgn0036668	CG9715	chr3L	16838474	16845535	-	17.7519	27.4903	8.89223	18.3477
FBgn0052161	CG32161	chr3L	16839327	16840100	+	0	0	0	0
FBgn0003250	CG9668	chr3L	16845620	16856124	-	1.39061e-09	0.634255	0.0904417	0
FBgn0003410	CG9949	chr3L	16845844	16852050	-	22.2705	24.9769	26.2778	20.009
FBgn0259794	CG13030	chr3L	16852179	16853629	-	0	0.222437	0.0944127	0
NA	noncoding_13077	chr3L	16852718	16853477	-	0	0	0	0
FBgn0036670	CG13029	chr3L	16853702	16854944	-	0	0	0.191556	0.189696
FBgn0036671	CG9951	chr3L	16856263	16858089	-	35.3049	28.5608	35.6116	33.6883
FBgn0261565	CG32171	chr3L	16858376	16915637	-	32.6433	9.95444	4.76466	7.5369
FBgn0052170	CG32170	chr3L	16870418	16872472	-	0	0	0	2.45035
FBgn0261565	CG11915	chr3L	16892482	16900264	-	0	0.788222	0	0.624998
FBgn0261565	CG33256	chr3L	16895477	16899842	-	0	0.844792	0	0.489169
FBgn0036676	CG13028	chr3L	16916351	16917094	-	0	0.0886252	0	0
FBgn0036677	CG13023	chr3L	16917374	16920682	-	0.0774612	0	0	0
FBgn0036678	CG11905	chr3L	16922798	16928641	-	0	0.0432645	0	0.0335126
FBgn0036679	CG13022	chr3L	16931429	16932052	-	0.124522	0	0	0.081603
FBgn0036680	CG9665	chr3L	16932145	16936049	-	0.105213	0.0893063	0.061889	0.0459662
FBgn0036681	CG13027	chr3L	16937457	16938978	-	0	0	0	0.120328
FBgn0010352	CG11661	chr3L	16948471	16961391	-	101.429	85.3	63.6421	63.0842
FBgn0261547	CG14060	chr3L	16963216	16979574	-	4.32221	7.33646	7.67995	6.51816
FBgn0261547	CG3799	chr3L	16979715	16987561	-	21.7989	12.0628	41.7163	11.381
FBgn0036684	CG3764	chr3L	16987725	16995460	-	13.4073	24.8172	19.3226	16.7277
NA	CG32167	chr3L	16997759	16998395	-	18.7845	0.724748	1.39912	0.79935
FBgn0036685	CG6664	chr3L	17005965	17009280	-	62.5173	74.5915	78.8773	44.7141
FBgn0036686	CG7728	chr3L	17009595	17013465	-	39.663	41.5831	27.721	39.43
FBgn0036687	CG6652	chr3L	17013374	17016018	-	0	0	0	0
FBgn0011293	CG6642	chr3L	17016196	17016944	-	0	0.18922	0	0.073044
FBgn0036688	CG7729	chr3L	17017429	17020219	-	7.89677	7.24569	16.9774	13.3748
FBgn0036689	CG7730	chr3L	17020609	17022918	-	10.4431	12.972	8.95747	5.93753
FBgn0036690	CG14059	chr3L	17022909	17025361	-	0.295533	0.376277	0	0.0484178
NA	MB8.chr3L.pasa.63	chr3L	17026184	17026776	-	0	0	0	0
NA	MB8.chr3L.pasa.55	chr3L	17026184	17026776	-	0	0	0	0
FBgn0036691	CG7842	chr3L	17028773	17037641	-	59.6277	58.2392	66.5385	49.0144
FBgn0053522	CG33522	chr3L	17029958	17038265	-	48.4565	41.5474	42.3586	48.4618
FBgn0036695	CG7853	chr3L	17035787	17037641	+	0	0	0	0
FBgn0036696	CG14057	chr3L	17037414	17038265	-	0	0	0	0
FBgn0010424	CG7930	chr3L	17039082	17041501	+	0	0	0	0
FBgn0036697	CG7725	chr3L	17044352	17048571	-	6.97409	20.5916	6.38506	11.0081
FBgn0036698	CG7724	chr3L	17048668	17051697	-	0.254185	0.345208	0.313987	0.26652
FBgn0260943	CG32169	chr3L	17052005	17141077	-	0.0539481	0.119517	0.456607	0.0176769
FBgn0036702	CG6512	chr3L	17231682	17235233	-	279.702	161.841	242.023	108.709
FBgn0036703	CG7707	chr3L	17236494	17237856	+	0	0	0	0
FBgn0036704	CG6497	chr3L	17245827	17247103	-	0	0	0	0
FBgn0036705	CG13723	chr3L	17257497	17258080	+	0	0	0	0
FBgn0036706	CG6485	chr3L	17313068	17313911	-	0	0	0	0.0603068
FBgn0036707	CG13724	chr3L	17315940	17317593	-	0	0.0398357	0	0
FBgn0036708	CG13725	chr3L	17317718	17318618	-	0	0	0	0
FBgn0036709	CG13726	chr3L	17320832	17322269	-	0	0	0	0.0418425
FBgn0036710	CG6479	chr3L	17330121	17332373	-	24.0557	23.1144	21.8401	33.0726
FBgn0036711	CG13727	chr3L	17333321	17334453	-	0	0	0	0
FBgn0036712	CG16793	chr3L	17335147	17337955	-	0	0	0	0
FBgn0036713	CG6456	chr3L	17338047	17342777	-	0	0	0	0
FBgn0036714	CG7692	chr3L	17346149	17351289	-	4.39679	5.3969	4.30032	4.8132
FBgn0015550	CG7659	chr3L	17352749	17354921	-	0	0.242536	0.189086	0
FBgn0036715	CG6445	chr3L	17360814	17372684	-	0	0.00998844	0	0.00771165
FBgn0036716	CG13728	chr3L	17373121	17375865	-	0	0	0.0268956	0
FBgn0036717	CG13731	chr3L	17376715	17383334	-	0	0	0	0
FBgn0027660	CG3897	chr3L	17389123	17414739	-	4.97768	3.98212	0.728959	4.39898
FBgn0026197	CG32172	chr3L	17393446	17394448	-	6.56976	102.243	5.34622	4.28612
FBgn0086475	CG3885	chr3L	17414847	17418370	-	9.28214	15.305	15.9309	19.2968
FBgn0040793	CG7630	chr3L	17418451	17419429	-	166.399	125.894	128.481	133.775
NA	noncoding_13185	chr3L	17418602	17419135	+	0	0	0	0
FBgn0053051	CG33051	chr3L	17419382	17420282	-	17.1024	18.198	22.4124	12.6195
FBgn0052174	CG32174	chr3L	17420394	17426689	-	0	109.958	0	0
FBgn0042641	CG3874	chr3L	17420394	17426689	-	94.5708	0	57.2921	120.463
FBgn0053052	CG33052	chr3L	17420406	17421931	-	0	0	0	0
FBgn0052176	CG32176	chr3L	17426941	17431255	-	7.35004	12.7451	5.8712	9.79678
FBgn0036723	CG12229	chr3L	17427571	17429531	-	0.593705	1.04148	0.250599	0.778143
FBgn0036725	CG18265	chr3L	17432488	17450297	-	0.0293557	0.352031	0.00863386	0
FBgn0036726	CG7603	chr3L	17459009	17460034	-	77.1746	63.1817	81.8832	58.7574
FBgn0036727	CG7589	chr3L	17463205	17467694	-	0.212076	0.252017	0.0874937	0.129967
FBgn0036728	CG7580	chr3L	17467822	17469027	-	117.412	105.309	77.8442	85.2295
FBgn0085279	CG34250	chr3L	17469388	17470138	-	17.4033	16.7877	23.2534	21.5422
FBgn0036729	CG13733	chr3L	17470894	17472026	-	0.137063	0	0.120935	0.0449105
FBgn0036730	CG13732	chr3L	17472187	17473174	-	0.333308	0.282915	0.220567	0.16382
FBgn0036731	CG6333	chr3L	17473228	17479330	-	0.420588	0.0617426	0.0665848	0.119172
FBgn0036732	CG7571	chr3L	17480222	17504793	-	31.0178	19.8133	22.0022	37.1735
FBgn0052185	CG32185	chr3L	17487979	17488400	-	11.2404	0	0	0
FBgn0036733	CG6322	chr3L	17504954	17507011	-	34.1688	21.8641	32.9767	28.2986
FBgn0036734	CG7564	chr3L	17507398	17508984	-	57.1803	43.0548	39.5762	49.2359
FBgn0036735	CG6311	chr3L	17518377	17522997	-	16.6624	18.3925	11.6692	9.03417
FBgn0259174	Nedd4	chr3L	17523110	17539760	-	31.8766	39.1642	36.6176	26.3615
FBgn0023197	CG6298	chr3L	17539967	17542236	-	0.116483	0.296615	0.102777	0.114501
FBgn0036738	CG7542	chr3L	17542925	17543758	-	2.70077	0.1581	0.0821719	0.0610308
FBgn0025455	CG6292	chr3L	17544091	17550936	-	21.7909	36.1498	12.8382	23.0915
FBgn0000567	CG32180	chr3L	17553257	17569726	-	7.59978	6.80099	15.9656	2.75347
FBgn0036740	CG6259	chr3L	17613194	17614725	-	103.849	41.7391	96.5449	59.8075
FBgn0036741	CG7510	chr3L	17614872	17623644	-	4.63055	4.01606	6.104	15.1275
FBgn0036742	CG7497	chr3L	17626193	17631102	-	0.390425	0.364536	0	0.466838
FBgn0004401	CG6143	chr3L	17631055	17638268	-	273.673	199.796	252.872	222.729
NA	DMG6-MB6.chr3L.30.005	chr3L	17638575	17639837	-	0.0644866	0.821054	0.113798	0.12678
FBgn0052177	CG32177	chr3L	17640538	17647376	-	35.9177	22.8491	24.6857	27.1384
FBgn0052179	CG32179	chr3L	17642664	17647376	-	0	0	0	0
FBgn0036745	CG7484	chr3L	17647699	17648833	-	59.1502	52.7998	75.7253	73.9229
FBgn0036746	CG6064	chr3L	17652914	17662431	-	25.9269	29.1275	15.758	12.4712
FBgn0085280	CG34251	chr3L	17664679	17676694	-	0.0696386	0	2.58067	0
FBgn0052183	CG32183	chr3L	17683087	17741941	-	0.0276371	0.0807566	0.0243852	0.0181114
FBgn0261294	CheB74a	chr3L	17712292	17712954	-	0.127385	0	0	0.0834789
FBgn0036747	CG6052	chr3L	17716817	17722344	-	0	0.0258027	0	0
FBgn0036749	CG7460	chr3L	17733924	17735385	-	11.2039	5.093	1.87404	3.86248
FBgn0036750	CG6034	chr3L	17738272	17739960	-	0	0.0390098	0	0
FBgn0036751	CG5998	chr3L	17741932	17743864	-	0	0.12527	0	0
FBgn0036752	CG5992	chr3L	17744817	17757253	-	45.6069	84.1972	54.5537	111.91
FBgn0043025	CG32178	chr3L	17748024	17757241	-	0	0	0	0
FBgn0052182	CG32182	chr3L	17751264	17752524	-	0	0	27.434	0
FBgn0052181	CG32181	chr3L	17752699	17756157	+	0	0	0	0
FBgn0052186	CG32186	chr3L	17784255	17790447	-	0.0972148	0.192539	0.014296	0.0318538
FBgn0052190	CG32190	chr3L	17790834	17795525	-	181.404	151.416	100.933	130.308
FBgn0036754	CG5589	chr3L	17795589	17797813	-	15.8096	20.4099	8.01277	10.7701
FBgn0052187	CG32187	chr3L	17797999	17799500	-	13.6901	3.68216	2.13748	0.184599
FBgn0052191	CG32191	chr3L	17799549	17801917	-	0	0.67286	0	0.0472259
FBgn0036756	CG5582	chr3L	17802329	17807258	-	0.0486989	0	0.0429687	0
FBgn0036757	CG14585	chr3L	17808668	17811021	-	0	0.0332065	0	0
FBgn0261402	Ir75b	chr3L	17811172	17813293	-	0.128016	0.0362203	0	0
FBgn0261401	Ir75c	chr3L	17813568	17815934	-	0.0409164	0	0	0
FBgn0001134	CG7446	chr3L	17822057	17832455	-	0.0883905	0.170206	0.11058	0.0821303
FBgn0052188	CG32188	chr3L	17826377	17826694	-	0	0	0	0
FBgn0052189	CG32189	chr3L	17827844	17828274	-	0	0	0	0
FBgn0036759	CG5577	chr3L	17832547	17836744	-	0	0	18.6468	18.7215
FBgn0036760	CG5567	chr3L	17834513	17836744	-	15.3208	12.4825	0	0
FBgn0036761	CG5546	chr3L	17836776	17839651	-	42.9837	37.7675	42.1361	34.1878
FBgn0036762	CG7430	chr3L	17839786	17842596	-	202.432	167.817	211.046	167.414
FBgn0036763	CG7441	chr3L	17842794	17845559	-	16.5334	26.3803	14.4497	17.4697
FBgn0036764	CG5535	chr3L	17845542	17849932	-	103.952	83.38	42.9991	121.972
FBgn0054002	CG34002	chr3L	17851567	17853582	-	0.201674	0.114122	0.771092	0.132163
FBgn0036765	CG7408	chr3L	17872184	17876753	-	11.6481	2.39568	0	2.2953
FBgn0036766	CG5506	chr3L	17876697	17877575	-	0	0	0	0.188059
FBgn0036767	CG16775	chr3L	17879047	17879745	-	0.111142	0	0	0
FBgn0036768	CG7402	chr3L	17880785	17884504	-	0.243316	0	0	0
FBgn0036769	CG5492	chr3L	17884908	17888960	-	0	0	0	0.171579
FBgn0036770	CG5485	chr3L	17891977	17900897	-	13.6922	7.57334	4.72427	51.1569
FBgn0036771	CG14353	chr3L	17901223	17902780	-	18.3919	17.1198	21.4181	14.7497
FBgn0036772	CG5290	chr3L	17902578	17905657	-	34.8397	16.0486	16.9178	20.1632
NA	noncoding_13289	chr3L	17907390	17907921	-	0.463149	0.196563	0	0
NA	noncoding_13291	chr3L	17927131	17939182	-	0.783732	2.29279	0	0.047961
FBgn0000568	CG8127	chr3L	17945449	18052863	-	46.2509	38.4779	7.73075	36.4808
NA	CG32193	chr3L	17954760	17958780	+	0	0	0	0
NA	noncoding_13295	chr3L	17974494	17975180	-	0	0.417423	0	0
FBgn0052192	CG32192	chr3L	18033351	18034863	+	0	0	0	0
FBgn0259739	CG42393	chr3L	18035746	18037862	+	0	0	0	0
FBgn0085281	CG34252	chr3L	18063389	18066940	-	0.155653	0.547852	0.278706	0.118195
NA	noncoding_13302	chr3L	18065470	18065994	-	0	0	0	0
NA	noncoding_13303	chr3L	18078411	18080158	-	0	0	0	0
FBgn0085282	CG34253	chr3L	18079481	18080536	-	0	0.221464	0.620242	0.170982
FBgn0036773	CG13698	chr3L	18081721	18099276	-	0	0.205777	2.75019	0.0680875
FBgn0036774	CG7354	chr3L	18099565	18100842	-	56.0975	35.7957	52.9163	51.2261
FBgn0036775	CG5147	chr3L	18100844	18102778	-	36.3741	33.9208	29.3186	23.9821
FBgn0002901	CG7347	chr3L	18102891	18106053	-	4.58508	7.80609	3.0458	5.31872
FBgn0036777	CG7341	chr3L	18106064	18114107	-	9.45313	14.3831	21.6173	6.82728
NA	noncoding_13313	chr3L	18106070	18107164	+	0	0	0	0
FBgn0052195	CG32195	chr3L	18106070	18109075	+	0	0	0	0
NA	MB7.chr3L.pasa.9032	chr3L	18114037	18115154	-	0	0	0.0652556	0.0488884
FBgn0036778	CG5137	chr3L	18122930	18125333	-	0.0381028	0.828684	0	0.0499397
FBgn0020300	CG13695	chr3L	18132467	18138727	-	0.0496972	0.337468	0.175398	0
FBgn0036780	CG7330	chr3L	18141892	18146907	+	0	0	0	0
FBgn0036781	CG13699	chr3L	18147992	18155649	-	0.0205014	0.0174018	0	0
FBgn0003997	CG5123	chr3L	18160818	18178737	-	12.5583	3.01534	32.1745	1.11996
FBgn0036782	CG7320	chr3L	18194497	18196744	-	0	0.0929189	0.193177	0.0478256
FBgn0036783	CG7313	chr3L	18245049	18245950	+	0	0	0	0
FBgn0036784	CG5103	chr3L	18285225	18287545	-	0	0	0	0
FBgn0036785	CG13700	chr3L	18291838	18294475	-	0	0	0	0
FBgn0015946	CG4345	chr3L	18295818	18297514	-	0	0.0388258	0	0
FBgn0011706	CG4319	chr3L	18390652	18391503	-	4.28453	0.928533	1.52824	1.61298
FBgn0036786	CG13701	chr3L	18431655	18433037	-	0.0561342	0.190589	0	0.0367863
FBgn0052196	CG32196	chr3L	18452550	18454134	-	1.64475	2.49892	1.20935	1.19761
FBgn0036787	CG4306	chr3L	18454990	18456387	-	0	0.0540185	0	0
FBgn0028415	CG18064	chr3L	18462478	18462718	-	0	0	0	0
FBgn0028416	CG32197	chr3L	18465243	18465484	-	0	0	0	0
FBgn0036789	CG13702	chr3L	18479536	18495665	-	0	0	0	0
FBgn0052198	CG32198	chr3L	18520090	18520500	+	0	0	0	0
FBgn0036790	CG7285	chr3L	18553214	18569426	+	0	0	0	0
FBgn0036791	CG7271	chr3L	18581862	18583265	-	0	0.0469341	0	0
FBgn0003683	CG4216	chr3L	18585402	18586865	-	0	0.135028	0	0
FBgn0036799	CG13380	chr3L	18593247	18611031	-	0.0567917	0	0	0
FBgn0036793	CG4174	chr3L	18593247	18611031	-	0	11.6448	0	0
FBgn0036794	CG18234	chr3L	18596523	18598515	-	0	2.7944	0	0
FBgn0036795	CG18233	chr3L	18598571	18600516	-	0	2.39806	0	0
FBgn0036796	CG18231	chr3L	18600562	18602612	+	0	0	0	0
FBgn0052201	CG32201	chr3L	18602719	18604962	-	0.0437549	1.67128	0	0
FBgn0052199	CG32199	chr3L	18604978	18607445	-	0	3.43077	0	0
FBgn0013717	CG4166	chr3L	18611817	18615242	-	16.2406	16.9644	15.7045	12.8226
FBgn0259791	CG6897	chr3L	18615693	18617892	-	17.3562	26.8192	18.4151	12.1101
FBgn0036801	CG6896	chr3L	18619060	18660277	-	1.91824	5.47852	17.3235	0.550457
NA	noncoding_13343	chr3L	18658022	18658543	-	0	0	0	0
FBgn0260027	CG42495	chr3L	18660451	18661242	-	2.43153	4.02953	2.24759	2.27636
FBgn0042134	CG18811	chr3L	18661244	18666438	-	125.028	160.175	107.062	67.2726
FBgn0040322	CG4144	chr3L	18666516	18668592	-	24.7006	19.1739	11.3095	41.8421
FBgn0040323	CG6895	chr3L	18668686	18671071	-	9.59988	12.8047	9.58223	11.902
FBgn0085283	CG34254	chr3L	18673448	18673879	-	0	0.40299	0.0837812	0
FBgn0036804	CG13379	chr3L	18674139	18674890	-	35.2249	29.8992	39.5565	25.4532
FBgn0052202	CG32202	chr3L	18675285	18676006	-	6.17465	8.94859	8.83199	7.87353
FBgn0068178	CG4108	chr3L	18675985	18677249	-	95.5878	79.6305	79.8074	73.0832
FBgn0036806	CG4120	chr3L	18677505	18679484	-	9.21285	0.255793	4.5962	24.9115
FBgn0036807	CG6893	chr3L	18687272	18688748	+	0	0	0	0
FBgn0036808	CG18363	chr3L	18689422	18691545	-	0	0	0	0
NA	noncoding_13361	chr3L	18701033	18701784	+	0	0	0	0
FBgn0036809	CG12477	chr3L	18714992	18716437	-	0	0.568476	0.787905	1.35326
FBgn0036810	CG6885	chr3L	18737594	18738803	+	0	0	0	0
FBgn0036811	CG6884	chr3L	18738859	18739723	-	25.2989	20.7096	33.0692	20.4783
FBgn0068113	CG4076	chr3L	18739702	18741528	-	5.59137	8.4985	2.84993	3.15703
FBgn0068528	CG6877	chr3L	18741698	18743654	-	23.8528	22.835	28.4519	24.6431
FBgn0001078	CG4059	chr3L	18743807	18794679	-	18.8388	23.797	32.3175	9.4707
FBgn0036814	CG14073	chr3L	18795356	18813319	-	10.5651	10.7092	6.56089	8.84414
FBgn0243580	CG6874	chr3L	18814245	18815454	-	46.6502	95.4775	51.22	44.1887
FBgn0000261	CG6871	chr3L	18815658	18821376	-	512.251	91.8291	229.735	102.068
FBgn0036816	CG3979	chr3L	18821620	18839360	-	65.0142	63.6777	17.847	74.259
FBgn0052027	CG32027	chr3L	18834678	18835887	-	9.97944	14.8391	11.5689	9.16528
NA	noncoding_13380	chr3L	18853931	18858539	-	0	0.0918071	0.0144029	0.855379
FBgn0036817	CG6865	chr3L	18857323	18858614	-	0	0.01556	0.215342	0.640708
FBgn0036818	CG14074	chr3L	18859265	18860653	-	2.3922	3.06963	2.88276	2.75217
FBgn0036819	CG6856	chr3L	18860765	18862321	-	3.00366	4.92325	4.52368	3.46164
FBgn0036820	CG6852	chr3L	18862329	18864023	-	27.6606	28.4937	18.2945	14.945
FBgn0085284	CG34255	chr3L	18863354	18864023	+	0	0	0	0
FBgn0025807	CG3945	chr3L	18863992	18865664	-	9.83179	10.2313	12.1322	8.334
FBgn0014075	CG6850	chr3L	18865818	18871352	-	48.4224	71.6445	24.215	36.863
FBgn0036821	CG3961	chr3L	18871349	18883635	-	25.6166	6.16438	74.4554	16.5562
FBgn0036822	CG11637	chr3L	18885474	18886378	-	0.667326	0.206589	2.49933e-05	1.04418
FBgn0036824	CG3902	chr3L	18886219	18891471	-	223.055	130.772	96.3146	163.296
FBgn0036825	CG6846	chr3L	18892072	18893252	-	3494.04	2611.41	3839.64	3196.27
FBgn0036826	CG3893	chr3L	18893686	18894673	-	14.0973	14.9037	14.4496	17.5363
FBgn0036827	CG6843	chr3L	18894693	18896051	-	24.4248	34.982	24.3316	16.1254
FBgn0027057	CG3889	chr3L	18896052	18898117	-	48.8119	34.8901	45.3695	27.8044
FBgn0036828	CG6841	chr3L	18898473	18902087	-	30.0861	18.8383	33.6263	19.4529
FBgn0036829	CG14076	chr3L	18901359	18904138	-	0.219224	0.161346	0.131256	0.110283
FBgn0036830	CG14077	chr3L	18901360	18907250	-	0	0	0	0
FBgn0036831	CG6839	chr3L	18910640	18912361	+	0	0	0	0
FBgn0036832	CG18223	chr3L	18912324	18913445	-	0	0	0	0
NA	noncoding_13403	chr3L	18912350	18913402	-	0	0	0	0
FBgn0036833	CG3819	chr3L	18913529	18915283	-	0.0518219	0	0	0
NA	noncoding_13405	chr3L	18914331	18915179	-	0	0	0	0
FBgn0052204	CG32204	chr3L	18915503	18939136	-	0.0516838	0.0219349	0	0
NA	MB8.chr3L.pasa.56	chr3L	18918080	18919222	+	0	0	0	0
NA	MB8.chr3L.pasa.57	chr3L	18918190	18919225	+	0	0	0	0
FBgn0036834	CG6836	chr3L	18943542	18948509	-	0.116746	0	2.3692	0.0382533
FBgn0036835	CG14075	chr3L	18978060	18978734	-	1.151	0.390792	0	0
FBgn0036836	CG11619	chr3L	18979158	18981258	-	16.1435	1.88139	0.0651897	0.0484178
FBgn0085285	CG34256	chr3L	18981621	18983035	-	1.48643	0.961292	0.0624537	0
FBgn0036837	CG18135	chr3L	18983106	18993708	-	82.5177	68.4471	17.4304	8.63097
FBgn0036838	CG3808	chr3L	18990975	18993708	-	0	0	0	0
FBgn0036839	CG18136	chr3L	18994017	18996401	-	0.0393395	0.0667835	0.0694211	0
FBgn0002945	CG11614	chr3L	18996831	19038555	-	15.3899	3.86044	19.1168	0.19067
NA	noncoding_13420	chr3L	19001036	19037531	-	0	0	0	0
FBgn0015586	CG3801	chr3L	19043846	19045152	-	0.0642729	0	3.8181	0
FBgn0036842	CG3797	chr3L	19052525	19055983	-	28.0073	23.7475	24.4137	27.5192
FBgn0036843	CG6812	chr3L	19056192	19061583	-	22.844	15.8362	20.0215	12.0641
FBgn0036844	CG14080	chr3L	19061066	19079597	-	28.0119	47.5745	73.1717	25.1
NA	noncoding_13427	chr3L	19083718	19087617	-	0.670904	0.839218	0.00659456	0.696215
FBgn0036846	CG6818	chr3L	19085666	19087888	-	15.5953	15.6495	18.2713	15.4718
FBgn0036847	CG11577	chr3L	19087988	19089326	-	81.1722	52.5115	79.2947	63.6433
FBgn0036848	CG10424	chr3L	19089470	19090854	-	59.579	26.8738	63.8894	28.8449
FBgn0036849	CG14079	chr3L	19090958	19092210	-	8.70634	6.01129	6.13406	4.68363
FBgn0036850	CG10419	chr3L	19092218	19093608	-	13.6334	25.4444	12.5153	8.79887
FBgn0036851	CG14082	chr3L	19099942	19103586	-	0.0543259	0.14161	0	0
FBgn0052203	CG32203	chr3L	19120892	19122797	-	0.0422075	0	0	0
FBgn0016797	CG9739	chr3L	19135257	19228212	-	4.83797	7.75425	51.3356	0.451958
FBgn0053647	CG33647	chr3L	19229460	19230157	+	0	0	0	0
FBgn0036853	CG9730	chr3L	19247116	19248294	-	36.184	28.622	22.3609	19.422
FBgn0040075	CG9750	chr3L	19248447	19250216	-	119.458	138.583	75.4528	55.8967
FBgn0026630	CG9655	chr3L	19250381	19253965	-	20.3168	44.7312	11.5122	34.6163
FBgn0260857	CG14084	chr3L	19254453	19255421	-	35.7515	42.2398	24.804	26.7459
FBgn0017578	CG9648	chr3L	19255489	19262069	-	84.3095	57.1992	21.3456	50.2394
FBgn0259720	CG42374	chr3L	19256868	19259938	-	35.007	39.578	42.6945	27.3189
FBgn0036856	CG9666	chr3L	19256869	19259938	+	0	0	0	0
NA	noncoding_13463	chr3L	19259162	19259944	+	0	0	0	0
FBgn0036857	CG9629	chr3L	19259572	19262069	-	0	0	0	0
FBgn0036859	CG14085	chr3L	19262450	19267271	-	0.18402	0.0669419	0.0231953	0.086138
FBgn0036858	CG14088	chr3L	19263142	19263742	-	0	0	0.114082	0
FBgn0036860	CG14086	chr3L	19268890	19273019	-	0	0.017583	0.036555	0
FBgn0036861	CG14089	chr3L	19273226	19273900	-	0	0	0	0
FBgn0036862	CG9619	chr3L	19274463	19285639	-	6.32543	2.67101	2.73344	2.92398
FBgn0028380	CG9670	chr3L	19287636	19291962	-	10.1805	18.9384	7.82456	15.2946
FBgn0003089	CG9614	chr3L	19291629	19330870	-	1.16355e-11	0.0783516	0	0.267231
